"sublistid","tom","listnum","adate","datetext","alistid","sublistnum","sublisttitle","geography","kat1","kat2","kat3","kat1count","kat2count","kat3count","grif","kind","podp_fin","podp_pb","podp_stalin","podp_molotov","podp_kaganovic","podp_voroshilov","podp_mikoyan","podp_jdanov","podp_ejov","simple"
"605","8","26","0000-00-00","19 апреля 1938г.","314","2","Гомель-Белорусская ж.д.","","1","1","0","10","4","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"606","8","30","0000-00-00","3 мая 1938г.","318","1","Ярославская область","","1","1","0","12","6","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ) - нет подписи","Сталин,Молотов","1","1","1","1","1","1","1","0"
"607","8","30","0000-00-00","3 мая 1938г.","318","2","Рязанская область","","1","0","0","12","0","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ) - нет подписи","Сталин,Молотов","1","1","1","1","1","1","1","0"
"608","8","30","0000-00-00","3 мая 1938г.","318","3","Киргизская ССР","","1","0","0","5","0","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ) - нет подписи","Сталин,Молотов","1","1","1","1","1","1","1","0"
"609","8","43","0000-00-00","3 мая 1938г.","331","1","Москва-центр","","1","1","0","88","7","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов","1","1","1","1","1","1","1","0"
"610","8","43","0000-00-00","3 мая 1938г.","331","2","Московская область","","1","1","0","100","6","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов","1","1","1","1","1","1","1","0"
"611","8","44","0000-00-00","3 мая 1938г.","332","1","Архангельская область","","1","1","0","18","7","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","0"
"612","8","44","0000-00-00","3 мая 1938г.","332","2","Вологодская область","","1","1","0","2","2","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","0"
"613","11","1","0000-00-00","12 сентября 1938г.","387","1","Крымская АССР","","1","1","0","39","17","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"614","11","2","0000-00-00","12 сентября 1938г.","388","1","Красноярский край","","1","1","0","21","18","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"615","11","3","0000-00-00","12 сентября 1938г.","389","1","Киргизская ССР","","1","1","0","31","6","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"616","11","5","0000-00-00","12 сентября 1938г.","391","1","Иркутская область","","1","1","0","88","3","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"617","11","6","0000-00-00","12 сентября 1938г.","392","1","Ивановская область","","1","1","0","163","46","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"618","11","7","0000-00-00","12 сентября 1938г.","393","1","УНКВД по Дальстрою","","1","1","0","131","20","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"619","11","8","0000-00-00","12 сентября 1938г.","394","1","Грузинская ССР","","1","0","0","283","0","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"620","11","9","0000-00-00","12 сентября 1938г.","395","1","Горьковская область","","1","1","0","203","76","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"621","11","12","0000-00-00","12 сентября 1938г.","398","1","Белорусская ССР","","1","1","0","48","3","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"622","11","13","0000-00-00","12 сентября 1938г.","399","1","г.Ашхабад - Ашхабадская ж.д.","","1","1","0","22","8","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"623","11","14","0000-00-00","12 сентября 1938г.","400","1","Армянская ССР","","1","1","0","42","19","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"624","11","15","0000-00-00","12 сентября 1938г.","401","1","Алтайский край","","1","1","0","40","16","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"625","11","4","0000-00-00","12 сентября 1938г.","390","1","Казахская ССР","","1","1","0","167","38","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"626","11","4","0000-00-00","12 сентября 1938г.","390","2","г.Алма-Ата Турксиб.ж.д.","","1","1","0","26","17","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"627","11","10","0000-00-00","12 сентября 1938г.","396","1","Воронежская область","","1","1","0","61","26","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"628","11","10","0000-00-00","12 сентября 1938г.","396","2","г.Воронеж-Юго-Вост.ж.д.","","1","1","0","19","13","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"629","11","10","0000-00-00","12 сентября 1938г.","396","3","г.Воронеж.-Моск.Донбас.ж.д.","","1","1","0","2","9","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"630","11","11","0000-00-00","12 сентября 1938г.","397","1","Вологодская область","","1","1","0","68","14","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"631","11","11","0000-00-00","12 сентября 1938г.","397","2","г.Вологда-Северная ж.д.","","1","1","0","8","5","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"632","11","16","0000-00-00","12 сентября 1938г.","402","1","Московская область","","1","1","0","137","6","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"633","11","16","0000-00-00","12 сентября 1938г.","402","2","ДТО УГБ УНКВД МО по Метро","","1","1","0","5","5","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"634","11","16","0000-00-00","12 сентября 1938г.","402","3","Московско-Окружная ж.д.","","1","1","0","6","1","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"635","11","16","0000-00-00","12 сентября 1938г.","402","4","ж.д.им.Дзержинского","","1","1","0","1","2","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"636","11","16","0000-00-00","12 сентября 1938г.","402","5","Ленинская ж.д.","","1","1","0","27","9","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"637","11","16","0000-00-00","12 сентября 1938г.","402","6","БЕЛБАЛТЛАГ НКВД","","1","0","0","1","0","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"638","11","16","0000-00-00","12 сентября 1938г.","402","7","ВОЛГОЛАГ НКВД","","1","1","0","13","1","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"639","11","17","0000-00-00","25 сентября 1938г.","403","1","Москва-центр","","1","1","0","74","12","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"640","11","17","0000-00-00","25 сентября 1938г.","403","2","Азербайджанская ССР","","1","1","0","80","38","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"641","11","17","0000-00-00","25 сентября 1938г.","403","3","Белорусская ССР","","1","0","0","15","0","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"642","11","17","0000-00-00","25 сентября 1938г.","403","4","Ленинградская область","","1","0","0","17","0","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
"643","11","17","0000-00-00","25 сентября 1938г.","403","5","Орджоникидзевский край","","1","0","0","6","0","0","","0","Шапиро (нач.1 специального отдела НКВД СССР майор ГБ)","Сталин,Молотов,Каганович,Ворошилов","1","1","1","1","1","1","1","0"
